,Category,Current Year Total,Date,Difference Method,Month,Monthly Total,Percentage Method,Prior Year Total,Rolling Total,Year
2008-03-01,nicht veranlagte Steuer vom Ertrag,1545.0,2008-03-01,,3,365.0,,0.0,,2008
2008-04-01,nicht veranlagte Steuer vom Ertrag,2898.0,2008-04-01,,4,1353.0,,0.0,,2008
2008-05-01,nicht veranlagte Steuer vom Ertrag,4588.0,2008-05-01,,5,1690.0,,0.0,,2008
2008-06-01,nicht veranlagte Steuer vom Ertrag,5348.0,2008-06-01,,6,760.0,,0.0,,2008
2008-07-01,nicht veranlagte Steuer vom Ertrag,6005.0,2008-07-01,,7,657.0,,0.0,,2008
2008-08-01,nicht veranlagte Steuer vom Ertrag,6358.0,2008-08-01,,8,353.0,,0.0,,2008
2008-09-01,nicht veranlagte Steuer vom Ertrag,6560.0,2008-09-01,,9,202.0,,0.0,,2008
2008-10-01,nicht veranlagte Steuer vom Ertrag,6849.0,2008-10-01,,10,289.0,,0.0,,2008
2008-11-01,nicht veranlagte Steuer vom Ertrag,7094.0,2008-11-01,,11,245.0,,0.0,,2008
2008-12-01,nicht veranlagte Steuer vom Ertrag,8305.0,2008-12-01,,12,1211.0,,0.0,8305.0,2008
2009-01-01,nicht veranlagte Steuer vom Ertrag,1040.0,2009-01-01,,1,1040.0,,796.0,8549.0,2009
2009-02-01,nicht veranlagte Steuer vom Ertrag,1473.0,2009-02-01,,2,433.0,,1180.0,8598.0,2009
2009-03-01,nicht veranlagte Steuer vom Ertrag,1598.0,2009-03-01,,3,125.0,,1545.0,8358.0,2009
2009-04-01,nicht veranlagte Steuer vom Ertrag,2698.0,2009-04-01,,4,1100.0,,2898.0,8105.0,2009
2009-05-01,nicht veranlagte Steuer vom Ertrag,4286.0,2009-05-01,,5,1588.0,,4588.0,8003.0,2009
2009-06-01,nicht veranlagte Steuer vom Ertrag,4653.0,2009-06-01,,6,367.0,,5348.0,7610.0,2009
2009-07-01,nicht veranlagte Steuer vom Ertrag,5139.0,2009-07-01,,7,486.0,,6005.0,7439.0,2009
2009-08-01,nicht veranlagte Steuer vom Ertrag,5345.0,2009-08-01,,8,206.0,,6358.0,7292.0,2009
2009-09-01,nicht veranlagte Steuer vom Ertrag,5508.0,2009-09-01,,9,163.0,,6560.0,7253.0,2009
2009-10-01,nicht veranlagte Steuer vom Ertrag,5621.0,2009-10-01,,10,113.0,,6849.0,7077.0,2009
2009-11-01,nicht veranlagte Steuer vom Ertrag,5736.0,2009-11-01,,11,115.0,,7094.0,6947.0,2009
2009-12-01,nicht veranlagte Steuer vom Ertrag,6237.0,2009-12-01,,12,501.0,,8305.0,6237.0,2009
2010-01-01,nicht veranlagte Steuer vom Ertrag,596.0,2010-01-01,,1,596.0,,1040.0,5793.0,2010
2010-02-01,nicht veranlagte Steuer vom Ertrag,1107.0,2010-02-01,,2,511.0,,1473.0,5871.0,2010
2010-03-01,nicht veranlagte Steuer vom Ertrag,1403.0,2010-03-01,,3,296.0,,1598.0,6042.0,2010
2010-04-01,nicht veranlagte Steuer vom Ertrag,2233.0,2010-04-01,,4,830.0,,2698.0,5772.0,2010
2010-05-01,nicht veranlagte Steuer vom Ertrag,3960.0,2010-05-01,,5,1727.0,,4286.0,5911.0,2010
2010-06-01,nicht veranlagte Steuer vom Ertrag,4475.0,2010-06-01,,6,515.0,,4653.0,6059.0,2010
2010-07-01,nicht veranlagte Steuer vom Ertrag,5095.0,2010-07-01,,7,620.0,,5139.0,6193.0,2010
2010-08-01,nicht veranlagte Steuer vom Ertrag,5262.0,2010-08-01,,8,167.0,,5345.0,6154.0,2010
2010-09-01,nicht veranlagte Steuer vom Ertrag,5490.0,2010-09-01,,9,228.0,,5508.0,6219.0,2010
2010-10-01,nicht veranlagte Steuer vom Ertrag,5705.0,2010-10-01,,10,215.0,,5621.0,6321.0,2010
2010-11-01,nicht veranlagte Steuer vom Ertrag,5869.0,2010-11-01,,11,164.0,,5736.0,6370.0,2010
2010-12-01,nicht veranlagte Steuer vom Ertrag,6491.0,2010-12-01,,12,622.0,,6237.0,6491.0,2010
2011-01-01,nicht veranlagte Steuer vom Ertrag,2112.0,2011-01-01,,1,2112.0,,596.0,8007.0,2011
2011-02-01,nicht veranlagte Steuer vom Ertrag,2211.0,2011-02-01,,2,99.0,,1107.0,7595.0,2011
2011-03-01,nicht veranlagte Steuer vom Ertrag,2546.0,2011-03-01,,3,335.0,,1403.0,7634.0,2011
2011-04-01,nicht veranlagte Steuer vom Ertrag,3792.0,2011-04-01,,4,1246.0,,2233.0,8050.0,2011
2011-05-01,nicht veranlagte Steuer vom Ertrag,6012.0,2011-05-01,,5,2220.0,,3960.0,8543.0,2011
2011-06-01,nicht veranlagte Steuer vom Ertrag,6685.0,2011-06-01,,6,673.0,,4475.0,8701.0,2011
2011-07-01,nicht veranlagte Steuer vom Ertrag,7309.0,2011-07-01,,7,624.0,,5095.0,8705.0,2011
2011-08-01,nicht veranlagte Steuer vom Ertrag,7498.0,2011-08-01,,8,189.0,,5262.0,8727.0,2011
2011-09-01,nicht veranlagte Steuer vom Ertrag,7852.0,2011-09-01,,9,354.0,,5490.0,8853.0,2011
2011-10-01,nicht veranlagte Steuer vom Ertrag,8032.0,2011-10-01,,10,180.0,,5705.0,8818.0,2011
2011-11-01,nicht veranlagte Steuer vom Ertrag,8263.0,2011-11-01,,11,231.0,,5869.0,8885.0,2011
2011-12-01,nicht veranlagte Steuer vom Ertrag,9068.0,2011-12-01,,12,805.0,,6491.0,9068.0,2011
2012-01-01,nicht veranlagte Steuer vom Ertrag,1358.0,2012-01-01,,1,1358.0,,2112.0,8314.0,2012
2012-02-01,nicht veranlagte Steuer vom Ertrag,1599.0,2012-02-01,,2,241.0,,2211.0,8456.0,2012
2012-03-01,nicht veranlagte Steuer vom Ertrag,2536.0,2012-03-01,,3,937.0,,2546.0,9058.0,2012
2012-04-01,nicht veranlagte Steuer vom Ertrag,3014.0,2012-04-01,,4,478.0,,3792.0,8290.0,2012
2012-05-01,nicht veranlagte Steuer vom Ertrag,3899.0,2012-05-01,,5,885.0,,6012.0,6955.0,2012
2012-06-01,nicht veranlagte Steuer vom Ertrag,5729.0,2012-06-01,,6,1830.0,,6685.0,8112.0,2012
2012-07-01,nicht veranlagte Steuer vom Ertrag,7241.0,2012-07-01,,7,1512.0,,7309.0,9000.0,2012
2012-08-01,nicht veranlagte Steuer vom Ertrag,8196.0,2012-08-01,,8,955.0,,7498.0,9766.0,2012
2012-09-01,nicht veranlagte Steuer vom Ertrag,8713.0,2012-09-01,,9,517.0,,7852.0,9929.0,2012
2012-10-01,nicht veranlagte Steuer vom Ertrag,9096.0,2012-10-01,,10,383.0,,8032.0,10132.0,2012
2012-11-01,nicht veranlagte Steuer vom Ertrag,9241.0,2012-11-01,,11,145.0,,8263.0,10046.0,2012
2012-12-01,nicht veranlagte Steuer vom Ertrag,10028.0,2012-12-01,,12,787.0,,9068.0,10028.0,2012
2013-01-01,nicht veranlagte Steuer vom Ertrag,731.0,2013-01-01,,1,731.0,,1358.0,9401.0,2013
2013-02-01,nicht veranlagte Steuer vom Ertrag,1002.0,2013-02-01,,2,271.0,,1599.0,9431.0,2013
2013-03-01,nicht veranlagte Steuer vom Ertrag,1506.0,2013-03-01,,3,504.0,,2536.0,8998.0,2013
2013-04-01,nicht veranlagte Steuer vom Ertrag,2211.0,2013-04-01,,4,705.0,,3014.0,9225.0,2013
2013-05-01,nicht veranlagte Steuer vom Ertrag,3447.0,2013-05-01,,5,1236.0,,3899.0,9576.0,2013
2013-06-01,nicht veranlagte Steuer vom Ertrag,4981.0,2013-06-01,,6,1534.0,,5729.0,9280.0,2013
2013-07-01,nicht veranlagte Steuer vom Ertrag,6255.0,2013-07-01,,7,1274.0,,7241.0,9042.0,2013
2013-08-01,nicht veranlagte Steuer vom Ertrag,6876.0,2013-08-01,,8,621.0,,8196.0,8708.0,2013
2013-09-01,nicht veranlagte Steuer vom Ertrag,7230.0,2013-09-01,,9,354.0,,8713.0,8545.0,2013
2013-10-01,nicht veranlagte Steuer vom Ertrag,7581.0,2013-10-01,,10,351.0,,9096.0,8513.0,2013
2013-11-01,nicht veranlagte Steuer vom Ertrag,7872.0,2013-11-01,,11,291.0,,9241.0,8659.0,2013
2013-12-01,nicht veranlagte Steuer vom Ertrag,8631.0,2013-12-01,,12,759.0,,10028.0,8631.0,2013
2014-01-01,nicht veranlagte Steuer vom Ertrag,691.0,2014-01-01,,1,691.0,,731.0,8591.0,2014
2014-02-01,nicht veranlagte Steuer vom Ertrag,992.0,2014-02-01,,2,301.0,,1002.0,8621.0,2014
2014-03-01,nicht veranlagte Steuer vom Ertrag,1503.0,2014-03-01,,3,511.0,,1506.0,8628.0,2014
2014-04-01,nicht veranlagte Steuer vom Ertrag,1916.0,2014-04-01,,4,413.0,,2211.0,8336.0,2014
2014-05-01,nicht veranlagte Steuer vom Ertrag,2494.0,2014-05-01,,5,578.0,,3447.0,7678.0,2014
2014-06-01,nicht veranlagte Steuer vom Ertrag,4253.0,2014-06-01,,6,1759.0,,4981.0,7903.0,2014
2014-07-01,nicht veranlagte Steuer vom Ertrag,5722.0,2014-07-01,,7,1469.0,,6255.0,8098.0,2014
2014-08-01,nicht veranlagte Steuer vom Ertrag,6239.0,2014-08-01,,8,517.0,,6876.0,7994.0,2014
2014-09-01,nicht veranlagte Steuer vom Ertrag,6765.0,2014-09-01,,9,526.0,,7230.0,8166.0,2014
2014-10-01,nicht veranlagte Steuer vom Ertrag,7352.0,2014-10-01,,10,587.0,,7581.0,8402.0,2014
2014-11-01,nicht veranlagte Steuer vom Ertrag,7679.0,2014-11-01,,11,327.0,,7872.0,8438.0,2014
2014-12-01,nicht veranlagte Steuer vom Ertrag,8712.0,2014-12-01,,12,1033.0,,8631.0,8712.0,2014
2015-01-01,nicht veranlagte Steuer vom Ertrag,782.0,2015-01-01,,1,782.0,,691.0,8803.0,2015
2015-02-01,nicht veranlagte Steuer vom Ertrag,1054.0,2015-02-01,,2,272.0,,992.0,8774.0,2015
2015-03-01,nicht veranlagte Steuer vom Ertrag,1464.0,2015-03-01,,3,410.0,,1503.0,8673.0,2015
2015-04-01,nicht veranlagte Steuer vom Ertrag,1944.0,2015-04-01,,4,480.0,,1916.0,8740.0,2015
2015-05-01,nicht veranlagte Steuer vom Ertrag,2580.0,2015-05-01,,5,636.0,,2494.0,8798.0,2015
2015-06-01,nicht veranlagte Steuer vom Ertrag,3972.0,2015-06-01,,6,1392.0,,4253.0,8431.0,2015
2015-07-01,nicht veranlagte Steuer vom Ertrag,6257.0,2015-07-01,,7,2285.0,,5722.0,9247.0,2015
2015-08-01,nicht veranlagte Steuer vom Ertrag,6735.0,2015-08-01,,8,478.0,,6239.0,9208.0,2015
2015-09-01,nicht veranlagte Steuer vom Ertrag,7073.0,2015-09-01,,9,338.0,,6765.0,9020.0,2015
2015-10-01,nicht veranlagte Steuer vom Ertrag,7579.0,2015-10-01,,10,506.0,,7352.0,8939.0,2015
2015-11-01,nicht veranlagte Steuer vom Ertrag,7937.0,2015-11-01,,11,358.0,,7679.0,8970.0,2015
2015-12-01,nicht veranlagte Steuer vom Ertrag,8968.0,2015-12-01,,12,1031.0,,8712.0,8968.0,2015
2016-01-01,nicht veranlagte Steuer vom Ertrag,538.0,2016-01-01,,1,538.0,,782.0,8724.0,2016
2016-02-01,nicht veranlagte Steuer vom Ertrag,936.0,2016-02-01,,2,398.0,,1054.0,8850.0,2016
2016-03-01,nicht veranlagte Steuer vom Ertrag,1487.0,2016-03-01,,3,551.0,,1464.0,8991.0,2016
2016-04-01,nicht veranlagte Steuer vom Ertrag,2083.0,2016-04-01,,4,596.0,,1944.0,9107.0,2016
2016-05-01,nicht veranlagte Steuer vom Ertrag,3204.0,2016-05-01,,5,1121.0,,2580.0,9592.0,2016
2016-06-01,nicht veranlagte Steuer vom Ertrag,5142.0,2016-06-01,,6,1938.0,,3972.0,10138.0,2016
2016-07-01,nicht veranlagte Steuer vom Ertrag,6604.0,2016-07-01,,7,1462.0,,6257.0,9315.0,2016
2016-08-01,nicht veranlagte Steuer vom Ertrag,7372.0,2016-08-01,,8,768.0,,6735.0,9605.0,2016
2016-09-01,nicht veranlagte Steuer vom Ertrag,7848.0,2016-09-01,,9,476.0,,7073.0,9743.0,2016
2016-10-01,nicht veranlagte Steuer vom Ertrag,8247.0,2016-10-01,,10,399.0,,7579.0,9636.0,2016
2016-11-01,nicht veranlagte Steuer vom Ertrag,8537.0,2016-11-01,,11,290.0,,7937.0,9568.0,2016
2016-12-01,nicht veranlagte Steuer vom Ertrag,9731.0,2016-12-01,,12,1194.0,,8968.0,9731.0,2016
2017-01-01,nicht veranlagte Steuer vom Ertrag,695.0,2017-01-01,,1,695.0,,538.0,9888.0,2017
2017-02-01,nicht veranlagte Steuer vom Ertrag,975.0,2017-02-01,,2,280.0,,936.0,9770.0,2017
2017-03-01,nicht veranlagte Steuer vom Ertrag,1818.0,2017-03-01,,3,843.0,,1487.0,10062.0,2017
2017-04-01,nicht veranlagte Steuer vom Ertrag,2405.0,2017-04-01,,4,587.0,,2083.0,10053.0,2017
2017-05-01,nicht veranlagte Steuer vom Ertrag,3638.0,2017-05-01,,5,1233.0,,3204.0,10165.0,2017
2017-06-01,nicht veranlagte Steuer vom Ertrag,4610.0,2017-06-01,,6,972.0,,5142.0,9199.0,2017
2017-07-01,nicht veranlagte Steuer vom Ertrag,6676.0,2017-07-01,,7,2066.0,,6604.0,9803.0,2017
2017-08-01,nicht veranlagte Steuer vom Ertrag,8120.0,2017-08-01,,8,1444.0,,7372.0,10479.0,2017
2017-09-01,nicht veranlagte Steuer vom Ertrag,8562.0,2017-09-01,,9,442.0,,7848.0,10445.0,2017
2017-10-01,nicht veranlagte Steuer vom Ertrag,8921.0,2017-10-01,,10,359.0,,8247.0,10405.0,2017
2017-11-01,nicht veranlagte Steuer vom Ertrag,9381.0,2017-11-01,,11,460.0,,8537.0,10575.0,2017
2017-12-01,nicht veranlagte Steuer vom Ertrag,10451.0,2017-12-01,,12,1070.0,,9731.0,10451.0,2017
2018-01-01,nicht veranlagte Steuer vom Ertrag,734.0,2018-01-01,,1,734.0,,695.0,10490.0,2018
2018-02-01,nicht veranlagte Steuer vom Ertrag,1076.0,2018-02-01,,2,342.0,,975.0,10552.0,2018
2018-03-01,nicht veranlagte Steuer vom Ertrag,1758.0,2018-03-01,,3,682.0,,1818.0,10391.0,2018
2018-04-01,nicht veranlagte Steuer vom Ertrag,2535.0,2018-04-01,,4,777.0,,2405.0,10581.0,2018
2018-05-01,nicht veranlagte Steuer vom Ertrag,4061.0,2018-05-01,,5,1526.0,,3638.0,10874.0,2018
2018-06-01,nicht veranlagte Steuer vom Ertrag,6423.0,2018-06-01,,6,2362.0,,4610.0,12264.0,2018
2018-07-01,nicht veranlagte Steuer vom Ertrag,8639.0,2018-07-01,,7,2216.0,,6676.0,12414.0,2018
2018-08-01,nicht veranlagte Steuer vom Ertrag,9206.0,2018-08-01,,8,567.0,,8120.0,11537.0,2018
2018-09-01,nicht veranlagte Steuer vom Ertrag,9717.0,2018-09-01,,9,511.0,,8562.0,11606.0,2018
2018-10-01,nicht veranlagte Steuer vom Ertrag,10148.0,2018-10-01,,10,431.0,,8921.0,11678.0,2018
2018-11-01,nicht veranlagte Steuer vom Ertrag,10586.0,2018-11-01,,11,438.0,,9381.0,11656.0,2018
2018-12-01,nicht veranlagte Steuer vom Ertrag,11592.0,2018-12-01,,12,1006.0,,10451.0,11592.0,2018
2008-01-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,1621.0,2008-01-01,,1,1621.0,,0.0,,2008
2008-02-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,2019.0,2008-02-01,,2,398.0,,0.0,,2008
2008-03-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,2379.0,2008-03-01,,3,360.0,,0.0,,2008
2008-04-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,2794.0,2008-04-01,,4,415.0,,0.0,,2008
2008-05-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,3177.0,2008-05-01,,5,383.0,,0.0,,2008
2008-06-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,3438.0,2008-06-01,,6,261.0,,0.0,,2008
2008-07-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,3870.0,2008-07-01,,7,432.0,,0.0,,2008
2008-08-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,4369.0,2008-08-01,,8,499.0,,0.0,,2008
2008-09-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,4648.0,2008-09-01,,9,279.0,,0.0,,2008
2008-10-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,5050.0,2008-10-01,,10,402.0,,0.0,,2008
2008-11-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,5504.0,2008-11-01,,11,454.0,,0.0,,2008
2008-12-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,5922.0,2008-12-01,,12,418.0,,0.0,5922.0,2008
2009-01-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,1724.0,2009-01-01,,1,1724.0,,1621.0,6025.0,2009
2009-02-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,2128.0,2009-02-01,,2,404.0,,2019.0,6031.0,2009
2009-03-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,2403.0,2009-03-01,,3,275.0,,2379.0,5946.0,2009
2009-04-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,2770.0,2009-04-01,,4,367.0,,2794.0,5898.0,2009
2009-05-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,3141.0,2009-05-01,,5,371.0,,3177.0,5886.0,2009
2009-06-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,3394.0,2009-06-01,,6,253.0,,3438.0,5878.0,2009
2009-07-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,3836.0,2009-07-01,,7,442.0,,3870.0,5888.0,2009
2009-08-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,4220.0,2009-08-01,,8,384.0,,4369.0,5773.0,2009
2009-09-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,4485.0,2009-09-01,,9,265.0,,4648.0,5759.0,2009
2009-10-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,4798.0,2009-10-01,,10,313.0,,5050.0,5670.0,2009
2009-11-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,5132.0,2009-11-01,,11,334.0,,5504.0,5550.0,2009
2009-12-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,5475.0,2009-12-01,,12,343.0,,5922.0,5475.0,2009
2010-01-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,1206.0,2010-01-01,,1,1206.0,,1724.0,4957.0,2010
2010-02-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,1523.0,2010-02-01,,2,317.0,,2128.0,4870.0,2010
2010-03-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,1743.0,2010-03-01,,3,220.0,,2403.0,4815.0,2010
2010-04-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,2012.0,2010-04-01,,4,269.0,,2770.0,4717.0,2010
2010-05-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,2231.0,2010-05-01,,5,219.0,,3141.0,4565.0,2010
2010-06-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,2367.0,2010-06-01,,6,136.0,,3394.0,4448.0,2010
2010-07-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,2631.0,2010-07-01,,7,264.0,,3836.0,4270.0,2010
2010-08-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,2900.0,2010-08-01,,8,269.0,,4220.0,4155.0,2010
2010-09-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,3060.0,2010-09-01,,9,160.0,,4485.0,4050.0,2010
2010-10-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,3274.0,2010-10-01,,10,214.0,,4798.0,3951.0,2010
2010-11-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,3521.0,2010-11-01,,11,247.0,,5132.0,3864.0,2010
2010-12-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,3832.0,2010-12-01,,12,311.0,,5475.0,3832.0,2010
2011-01-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,1058.0,2011-01-01,,1,1058.0,,1206.0,3684.0,2011
2011-02-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,1318.0,2011-02-01,,2,260.0,,1523.0,3627.0,2011
2011-03-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,1548.0,2011-03-01,,3,230.0,,1743.0,3637.0,2011
2011-04-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,1819.0,2011-04-01,,4,271.0,,2012.0,3639.0,2011
2011-05-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,2047.0,2011-05-01,,5,228.0,,2231.0,3648.0,2011
2011-06-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,2203.0,2011-06-01,,6,156.0,,2367.0,3668.0,2011
2011-07-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,2474.0,2011-07-01,,7,271.0,,2631.0,3675.0,2011
2011-08-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,2756.0,2011-08-01,,8,282.0,,2900.0,3688.0,2011
2011-09-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,2858.0,2011-09-01,,9,102.0,,3060.0,3630.0,2011
2011-10-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,3057.0,2011-10-01,,10,199.0,,3274.0,3615.0,2011
2011-11-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,3307.0,2011-11-01,,11,250.0,,3521.0,3618.0,2011
2011-12-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,3529.0,2011-12-01,,12,222.0,,3832.0,3529.0,2011
2012-01-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,1071.0,2012-01-01,,1,1071.0,,1058.0,3542.0,2012
2012-02-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,1329.0,2012-02-01,,2,258.0,,1318.0,3540.0,2012
2012-03-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,1525.0,2012-03-01,,3,196.0,,1548.0,3506.0,2012
2012-04-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,1796.0,2012-04-01,,4,271.0,,1819.0,3506.0,2012
2012-05-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,2028.0,2012-05-01,,5,232.0,,2047.0,3510.0,2012
2012-06-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,2177.0,2012-06-01,,6,149.0,,2203.0,3503.0,2012
2012-07-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,2438.0,2012-07-01,,7,261.0,,2474.0,3493.0,2012
2012-08-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,2745.0,2012-08-01,,8,307.0,,2756.0,3518.0,2012
2012-09-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,2917.0,2012-09-01,,9,172.0,,2858.0,3588.0,2012
2012-10-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,3133.0,2012-10-01,,10,216.0,,3057.0,3605.0,2012
2012-11-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,3376.0,2012-11-01,,11,243.0,,3307.0,3598.0,2012
2012-12-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,3623.0,2012-12-01,,12,247.0,,3529.0,3623.0,2012
2013-01-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,1122.0,2013-01-01,,1,1122.0,,1071.0,3674.0,2013
2013-02-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,1392.0,2013-02-01,,2,270.0,,1329.0,3686.0,2013
2013-03-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,1574.0,2013-03-01,,3,182.0,,1525.0,3672.0,2013
2013-04-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,1827.0,2013-04-01,,4,253.0,,1796.0,3654.0,2013
2013-05-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,2027.0,2013-05-01,,5,200.0,,2028.0,3622.0,2013
2013-06-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,2288.0,2013-06-01,,6,261.0,,2177.0,3734.0,2013
2013-07-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,2564.0,2013-07-01,,7,276.0,,2438.0,3749.0,2013
2013-08-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,2871.0,2013-08-01,,8,307.0,,2745.0,3749.0,2013
2013-09-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,3038.0,2013-09-01,,9,167.0,,2917.0,3744.0,2013
2013-10-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,3256.0,2013-10-01,,10,218.0,,3133.0,3746.0,2013
2013-11-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,3515.0,2013-11-01,,11,259.0,,3376.0,3762.0,2013
2013-12-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,3812.0,2013-12-01,,12,297.0,,3623.0,3812.0,2013
2014-01-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,987.0,2014-01-01,,1,987.0,,1122.0,3677.0,2014
2014-02-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,1256.0,2014-02-01,,2,269.0,,1392.0,3676.0,2014
2014-03-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,1519.0,2014-03-01,,3,263.0,,1574.0,3757.0,2014
2014-04-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,1747.0,2014-04-01,,4,228.0,,1827.0,3732.0,2014
2014-05-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,1956.0,2014-05-01,,5,209.0,,2027.0,3741.0,2014
2014-06-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,2112.0,2014-06-01,,6,156.0,,2288.0,3636.0,2014
2014-07-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,2377.0,2014-07-01,,7,265.0,,2564.0,3625.0,2014
2014-08-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,2653.0,2014-08-01,,8,276.0,,2871.0,3594.0,2014
2014-09-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,2792.0,2014-09-01,,9,139.0,,3038.0,3566.0,2014
2014-10-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,2985.0,2014-10-01,,10,193.0,,3256.0,3541.0,2014
2014-11-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,3212.0,2014-11-01,,11,227.0,,3515.0,3509.0,2014
2014-12-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,3437.0,2014-12-01,,12,225.0,,3812.0,3437.0,2014
2015-01-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,610.0,2015-01-01,,1,610.0,,987.0,3060.0,2015
2015-02-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,1085.0,2015-02-01,,2,475.0,,1256.0,3266.0,2015
2015-03-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,1368.0,2015-03-01,,3,283.0,,1519.0,3286.0,2015
2015-04-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,1794.0,2015-04-01,,4,426.0,,1747.0,3484.0,2015
2015-05-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,2125.0,2015-05-01,,5,331.0,,1956.0,3606.0,2015
2015-06-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,2353.0,2015-06-01,,6,228.0,,2112.0,3678.0,2015
2015-07-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,2647.0,2015-07-01,,7,294.0,,2377.0,3707.0,2015
2015-08-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,2872.0,2015-08-01,,8,225.0,,2653.0,3656.0,2015
